"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
9 0.063296867446565 0.83852901017799 3312.99555215285 175.841412004013
9 0.0302941813967958 0.331404352677168 1218.78295232946 12.2361220618557
9 0.945154445067728 0.426298805208386 1366.75062229995 550.688715168887
9 0.868319502223288 0.791536024357015 1218.78295232946 837.677038957927
9 0.674197971304861 0.301153185284588 3278.6643008495 665.689726182242
9 0.00367905531896766 0.722708408637054 1366.75062229995 3.63403165528179
9 0.774172294655257 0.669743562100182 2184.06127565251 1132.42902333538
9 0.0307309092351697 0.238422217307048 1218.78295232946 8.9299392291089
9 0.8511823509121 0.142701952735643 2933.87772303583 356.364583091245
9 0.631029347715385 0.102788929955275 2509.47860129004 162.771887472692
