"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
19 2.24596793798779 1.6689512708932e-12 3312.99555215285 1.24184691180363e-08
19 1.01739452884727 0.0119001163511297 1218.78295232946 14.7559432533079
19 2.40629620233684e-07 0.00103083775717568 1366.75062229995 3.39022625846426e-07
19 3.78853067072931e-05 1.6132527760716e-18 1218.78295232946 7.44902787649821e-20
19 0.00408566845849792 0.024879436209474 3278.6643008495 0.333273366485296
19 0.0102453713782976 3.31488367016157e-08 1366.75062229995 4.64178774973085e-07
19 0.000543189520376154 3.72209662656263e-07 2184.06127565251 4.41574356427782e-07
19 1.0385805114883 0.10832133661033 1218.78295232946 137.11360521659
19 6.7890219504815e-05 0.846509289527212 2933.87772303583 0.168609076918368
19 1.73016698818093e-15 1.7395285700003 2509.47860129004 7.55271477548456e-12
