"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
12 0.368376559452847 0.0316247939324126 3312.99555215285 38.5958441908439
12 0.144102227754196 1.47643972040124 1218.78295232946 259.306131546588
12 0.212537877941432 1.16665712029407 1366.75062229995 338.897883338323
12 0.564653864349283 0.00144985068422408 1218.78295232946 0.997773472862932
12 1.16139575486035 1.54848308425308 3278.6643008495 5896.35538852372
12 0.00601164909258952 0.228773816349144 1366.75062229995 1.87970293564638
12 0.877488054263733 0.354028387592075 2184.06127565251 678.491042894894
12 0.14691521805686 1.61933600547278 1218.78295232946 289.954683018031
12 0.625304034903506 1.38295810062875 2933.87772303583 2537.12732740653
12 0.00267905081628747 1.09866597374746 2509.47860129004 7.3863540786624
