"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
2 0.160761564690472 0.419037377581044 3312.99555215285 223.180291524879
2 0.0680451125656948 1.18542155355466 1218.78295232946 98.3096448470027
2 0.801732402254374 1.26857401704753 1366.75062229995 1390.06314295979
2 1.10578677808023 0.10592574630006 1218.78295232946 142.757619091305
2 1.23326199123141 1.134477245867 3278.6643008495 4587.2043616399
2 0.00480615358950228 0.893830116667041 1366.75062229995 5.87140325601775
2 1.21424790484083 1.02603597415887 2184.06127565251 2721.03901870852
2 0.0692205444994653 0.98805131952115 1218.78295232946 83.3567713140112
2 1.13504486668738 0.652641235508987 2933.87772303583 2173.34938493188
2 0.112173978806919 0.473387575919172 2509.47860129004 133.257750257342
