"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
16 0.115226104820155 0.111370448025287 3312.99555215285 42.5149527291743
16 0.0508054021268506 1.4712005294636 1218.78295232946 91.0978519521047
16 0.966277225325038 1.33602233101437 1366.75062229995 1764.43125037784
16 1.11627179202213 0.010899819968163 1218.78295232946 14.8291290980234
16 1.05989501205221 1.47903665057692 3278.6643008495 5139.71143150267
16 0.00437990483976059 0.466846134965141 1366.75062229995 2.79465191705483
16 1.11795007303674 0.631764095219746 2184.06127565251 1542.56036241386
16 0.051632492245693 1.42028349075538 1218.78295232946 89.3767376295995
16 1.12282827694271 1.07272273754824 2933.87772303583 3533.80708261876
16 0.264063320855927 0.813922172259655 2509.47860129004 539.354686573916
