"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
4 0.0965642355771659 0.913101822029696 3312.99555215285 292.116688732663
4 0.0435762465006039 0.468714577989635 1218.78295232946 24.8934248444387
4 1.00279167558751 0.5909969423938 1366.75062229995 810.000402016498
4 1.07094781817017 0.710379791871782 1218.78295232946 927.225314428972
4 0.947990284054861 0.428044722367235 3278.6643008495 1330.42373746941
4 0.00416487890810051 0.894367300775407 1366.75062229995 5.0910524553458
4 1.03017016319962 0.853300631874916 2184.06127565251 1919.88781906092
4 0.0442620497612185 0.341458616761393 1218.78295232946 18.4202690669064
4 1.06768399429299 0.204470382811436 2933.87772303583 640.494127017806
4 0.370489682173302 0.146129264378638 2509.47860129004 135.86162743146
