"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
11 0.0416000793786115 0.698463599139771 3312.99555215285 96.262866449941
11 0.0211827351243247 0.903243456435745 1218.78295232946 23.3191776301646
11 0.748864778927026 1.04622120542321 1366.75062229995 1070.81933341039
11 0.619141345759676 0.290934348867342 1218.78295232946 219.538744658993
11 0.440683861396641 0.844620052574466 3278.6643008495 1220.35303672542
11 0.00323217435431769 1.04954971086627 1366.75062229995 4.63646593904304
11 0.524434789100615 1.10746146365561 2184.06127565251 1268.48382934542
11 0.0214598101707837 0.703406526880283 1218.78295232946 18.3974927597519
11 0.599957352497592 0.439277645586898 2933.87772303583 773.217175626655
11 0.771912703896138 0.314032073942453 2509.47860129004 608.311031905274
