"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
13 1.33170439531872 0.000694230090190441 3312.99555215285 3.06289507448431
13 0.526698672163891 0.994717248518199 1218.78295232946 638.540198790671
13 0.000273936716337141 0.533101061571498 1366.75062229995 0.199594731394102
13 0.00623195607159842 4.25773856405398e-06 1218.78295232946 3.23392352373512e-05
13 0.101340686869468 1.17573284886049 3278.6643008495 390.651456304127
13 0.00857860905421711 0.0216534743830444 1366.75062229995 0.253883073564108
13 0.0309797778704405 0.0481307937782667 2184.06127565251 3.25661292613304
13 0.538036479165685 1.56902239720637 1218.78295232946 1028.88594827801
13 0.00888198633704138 1.92887861043447 2933.87772303583 50.2639954600789
13 1.68234077489728e-09 1.77371084580561 2509.47860129004 7.48824921123655e-06
