"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
17 0.529687731853088 1.6689512708932e-12 3312.99555215285 2.92876431090711e-09
17 0.203225429729967 0.0119001163511297 1218.78295232946 2.94751232063553
17 0.0693502145018849 0.00103083775717568 1366.75062229995 0.0977073886440466
17 0.280436083952233 1.6132527760716e-18 1218.78295232946 5.51394825195922e-16
17 0.860029331188696 0.024879436209474 3278.6643008495 70.153727203487
17 0.00662436191724855 3.31488367016157e-08 1366.75062229995 3.0012462078634e-07
17 0.546015497190995 3.72209662656263e-07 2184.06127565251 0.000443871674116145
17 0.207359475186322 0.10832133661033 1218.78295232946 27.3756390613121
17 0.326175622161363 0.846509289527212 2933.87772303583 810.0750147376
17 0.000192614604553245 1.7395285700003 2509.47860129004 0.840822405999622
