"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
14 1.31931084000553 5.93390917851467e-19 3312.99555215285 2.5936351217721e-15
14 0.521154084922625 0.000202750391673405 1218.78295232946 0.128781719342924
14 0.000298781609466217 4.77774692205608e-06 1366.75062229995 1.95104049740329e-06
14 0.00662906376540594 1.41687460304151e-27 1218.78295232946 1.14474823675556e-26
14 0.105203085170261 0.000639194621910563 3278.6643008495 0.220474588279183
14 0.00855434393200644 1.02439045531547e-12 1366.75062229995 1.19768196786555e-11
14 0.0325066553498898 3.55281903571832e-11 2184.06127565251 2.52237813130817e-09
14 0.532371829029222 0.00656735707853536 1218.78295232946 4.26120146330181
14 0.00942005837454437 0.202418134258178 2933.87772303583 5.59429058347295
14 2.00347683706789e-09 0.771192518336954 2509.47860129004 3.87731093639409e-06
