"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
8 1.48495599136115 0.00028296839080687 3312.99555215285 1.39210617800079
8 0.597129619463517 0.865597630062645 1218.78295232946 629.957199528834
8 9.2629876573821e-05 0.425069653764972 1366.75062229995 0.0538146434184807
8 0.00287196115966378 1.11798494050047e-06 1218.78295232946 3.91327966996077e-06
8 0.0631406767924468 1.05121465982409 3278.6643008495 217.619392410952
8 0.0088717107865878 0.0121702522681341 1366.75062229995 0.147569374477872
8 0.0169061407638491 0.0293046931590898 2184.06127565251 1.08204787816597
8 0.6099776064294 1.4831025339589 1218.78295232946 1102.58337364465
8 0.00424570395346017 1.98441503774747 2933.87772303583 24.7186203417008
8 1.92190315823472e-10 1.89013663244359 2509.47860129004 9.11608144009499e-07
