"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
7 0.270945075098894 0.00300343088498644 3312.99555215285 2.69599918505252
7 0.108622228720106 1.21124747434864 1218.78295232946 160.353323223351
7 0.411882610949685 0.750548784465971 1366.75062229995 422.514544296947
7 0.822996120575086 3.8572369653299e-05 1218.78295232946 0.0386901558455047
7 1.2944970740156 1.36885610605058 3278.6643008495 5809.72830234129
7 0.00553765198379375 0.0546609449417162 1366.75062229995 0.413706242736668
7 1.0988041200196 0.106275922039073 2184.06127565251 255.046859005381
7 0.110657517684738 1.66640860322027 1218.78295232946 224.744355797907
7 0.881704888739321 1.78308913435057 2933.87772303583 4612.52052683762
7 0.014639774767653 1.54897144573681 2509.47860129004 56.9064251022711
