"Treatment" "HWAM" "CWAM" "LAIX" "IntegratedCombinedLikelihood"
6 0.406726963297091 0.0364991538388663 3312.99555215285 49.1820484534383
6 0.15808312000332 1.48370851983899 1218.78295232946 285.864654184715
6 0.162993000586865 1.19059151856662 1366.75062229995 265.229007184752
6 0.480824838168258 0.00181735024273758 1218.78295232946 1.06500561707764
6 1.09209795840023 1.54880488349777 3278.6643008495 5545.6857521734
6 0.00617260648760904 0.248760052814817 1366.75062229995 2.09864273204563
6 0.790286472941535 0.379344926631015 2184.06127565251 654.762272283747
6 0.16120644007614 1.60433629519793 1218.78295232946 315.213034018009
6 0.539010745191805 1.35126666220401 2933.87772303583 2136.88177301549
6 0.00140707455779394 1.06779263309118 2509.47860129004 3.77040087331462
